id,title,description,suburb,postcode,latitude,longitude,posting_date,price,extraction_date
6910680739,"ELECTRICIAN, Lithgow, Bathurst, Blue Mountains. Reasonable rates","Professional, licenced and reliable electrician. Very reasonable cash rates.Available in Lithgow,Bathurst,Blue Mountains, Oberon and anywhere in between.No job too big or too small.Switchboard upgrades, new installations, fault-finding, new homes, renovations, extensions.***Ask about SOLAR INSTALLATIONS***COMMERCIAL, HOUSEHOLD, INDUSTRIALPhone or text 0427501100Please do not message on here as I do not check this site. Use 0427501100.Lindsay",Lithgow,,-33.4833,150.15,one month ago,,2025-07-04
7404407892,"Local Canberra Electrician, Bellmount Forest","YOUR LOCAL ELECTRICIANWelcome to KSR ElectricalServices! We’re thrilled to be your go-to experts for residential and commercial electrical solutions inCanberraand the surrounding areas. With over 15 years of hands-on experience, our family-owned business is led by the dynamic duo, Kye and Steph, who are passionate about serving our community. As proud parents of our two kids, Everley and Archer, we understand the importance of a safe and welcoming environment, and that drives us to provide the best electrical services possible.At KSR Electrical Services, we embarked on this journey with a mission: to provide outstanding electrical services that leave a lasting impression. From the very beginning, we’ve aimed to create an exceptional customer experience that not only keeps our clients coming back but also inspires them to share their positive stories.We strive to set the standard for customer service in the electrical industry acrossAustralia. Guided by our core values of Honesty, Integrity, and Quality, we approach every project with dedication and care.​You can count on us for prompt, reliable, and highly skilled electrical assistance. Whether you're looking for support at home or in your business, our expertise ensures that your electrical needs are met seamlessly.Proudly serving Canberra and its surrounding areas, we’re equipped to handle all your electrical projects—no matter the size! Our specialties include outdoor electrical, new installations, maintenance, repairs, and renovations.Let us brighten your space with our top-notch electrical services! We look forward to working with you and bringing your electrical visions to life, all while sharing the values of family and community that inspire us every day.",Bellmount Forest,2620,-34.9237,149.24,less than a month ago,,2025-07-04
7615012123,"R-551 | Electricians, Western Australia","Job Description This is a remote position.About Insite Recruitment At Insite Recruitment, we are fully aware that our very best ambassadors are our work-force. Whatever sector you work in, no matter the role, you are an extremely important part of the Insite Team. We will work closely with you toensure you are looked after. We are a boutique family owned and operated business who have been successfully operating with repeat clients and candidates since we opened over 10 years ago! You are the people our clients will see on an everyday basis and that is why we make sure candidates for ourprojects andjobs, are thoroughly interviewed, assessed and validated, so that you are matched perfectly to our clients requirements. Whatever your specialty or sector, you can count on our years of expertise to consistently continue to deliver the best jobs for you, as we value you as an integralpart of Insite Recruitment. Role DetailsWe are currently looking for experienced Electricians to join our team. FIFO ROSTERS & SHUTDOWNS $$$ Competitive Rates!! $$$ We partner with many well-knownEngineering& Construction Companies throughout various mine sites acrossWestern Australia. Rio Tinto, FMG, BHP, Roy Hill, Goldfield sites and more! Role Requirements and Qualifications Demonstrated experience working in your field WA A Grade Electrical Licence Working at Heights (must be obtained within the last 2 years) Confined Space (must be obtained within the last 2 years - when required) Senior First Aid (within 3 years - when required) CPR / LVR (within 1 year) Construction White Card High Risk Licence - EWP (when required) Ability to pass Pre-Employment Medical and LAB Drug and Alcohol test What's on offer? Loyalty and understanding – you are not just a number to us! Competitive hourly rates Weekly Pay Consistent and reliable communication with your consultant at Insite Recruitment 24/7 support from Insite Recruitment when needed Immediate Start Inductions and upskill opportunities What next?We want to hear from you! Apply now to register for our available opportunities. Contact us today to find out about any of our other available positions or how we may help you with your job search! Phone 9306 8800 or email ****** and one of our friendly and supportive recruitment team members will get in touch with you. RequirementsElectrician",Western Australia,,-25.2303,121.019,yesterday,,2025-07-04
,,,,,,,,,2025-07-04
7614799256,"JUN-141 | Master Electrician, Alice Springs","locations Alice Springs,Northern Territory, Australiatime type Full timeposted on Posted Yesterdayjob requisition id RTitle: Master Electrician Belong. Connect. Grow. with KBR! KBR's National Security Solutions team provides high-endengineeringand advanced technology solutions to our customers in the intelligence and national security communities. In this position, your work will have a profound impact on the country's most critical role - protecting our national security.Why Join Us?Innovative Projects: KBR's work is at the forefront of engineering, logistics, operations, science, program management, mission IT and cybersecurity solutions.Collaborative Environment: Be part of a dynamic team that thrives on collaboration and innovation, fostering a supportive and intellectually stimulating workplace.Impactful Work: Your contributions will be pivotal in designing and optimizing defense systems that ensure national security and shape the future of space defense. Who You Are You're a Master Electrician with extensive expertise and a dedication to excellence, ready to lead complex electrical projects that support critical missions for our customers. With your deep knowledge of electrical systems, safety protocols, and advanced troubleshooting, you ensure that installations and maintenance are executed to the highest standards. Your leadership and technical skill set make you an invaluable resource for tackling complex challenges, adapting to evolving needs, andenhancing operational readiness.At KBR, you're a trusted expert, known for your precision, problem-solving abilities, and commitment to safety. You bring strong communication skills and a collaborative mindset, empowering teams to deliver reliable, sustainable solutions that are critical to mission success. Your high standards and meticulous approach to every detail align with KBR's mission of building a safer, more secure, and sustainable future.This is a contingent position based upon contract award What You'll Do In the role of Electrician, Master, your duties will include:Installs, maintains, and repairs electrical controls, wiring, and lighting systems.Reads technical diagrams and blueprints.Performs general electrical maintenance and inspects transformers, circuit breakers, and other electrical components.Implements and maintains quality control measures to ensure that all installations and repairs meet or exceed the set standards.Ensures clear and consistent communication within the team and with other project stakeholders to keep everyone informed and aligned on project goals and updates.Other duties as required.Requirements:Must be a US or Australian citizenMust havea US TS/SCI Clearance w/ Poly, or an Australian PV clearanceMust have a Master Electrical License (or AUS Equivalent)Must have a minimum of five years of electrical engineering experienceDesired Qualifications:ThermographerThis role will be located in Alice Springs, at a 4,400-acre facility with approximately 687,000 square feet of mission and support space. This position is expected to be onsite 100%. KBR is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, disability, sex, sexual orientation, gender identity or expression, age, national origin, veteran status, genetic information, union status and/or beliefs, or any other characteristic protected by federal, state, or local law. About Us KBR - Delivering Solutions, Changing the World.KBR brings together the best and brightest to deliver science, technology and engineering solutions that help governments and companies around the world accomplish their most critical missions and objectives.In everything we do, we are guided by our ONE KBR Values:We Value Our People - We create diverse, inclusive environments in which each person can feel safe, respected and valued, and where everyone has opportunities to grow and reach their full potential.We Deliver - We are uncompromising in our commitment to deliver innovative, high-quality, technology-led solutions for our customers and exceptional, sustainable value for all our stakeholders.We Are People of Integrity - We value honesty, trust, courage, fairness, prudence and tenacity. We believe doing what's right for the planet, the communities where we work, and our people is good for business.We Empower - We empower our people with a shared purpose, the right tools and the supportive culture they need to be proactive decision-makers, to be adaptive to change, and to succeed.We Are a Team of Teams - We have a will to succeed, but we value the achievements of our team of teams over individual accomplishments. Our collective focus makes us a better, stronger, more effective company.We have also embedded environmental, social and governance (ESG) principles in every business operation and corporate function. Not only are we committed to operating safely, sustainably and equitably, but we are also committed to using our capabilities and expertise to help our customers accomplish their sustainability goals.Worldwide, KBR employs a diverse workforce approximately 29,000 people strong, with customers in more than 80 countries and operations in 40 countries.At KBR, We Deliver.",Alice Springs,,-23.6984,133.881,yesterday,,2025-07-04
7614692571,"HV Locomotive Electrician | Rail | Local Perth | [E863], Western Australia","1 week ago Be among the first 25 applicants Proudly awarded ‘Employer of the Year’ & 'Mining Contractor of the Year' for 2021 + 'Large Business of the Year' 2022 + 'Employer of the Year' 2023 at the RISE Business Awards + 'Employer of Choice' - Australian Business Awards 2022! Mader Group isa leading heavy equipment maintenance provider powered by mechanically minded specialists. We are passionate about maintenance and dedicated to helping our mining and civil customers hit targets daily through optimal fleet and plant performance. About The Role Due to continued growth, Mader Group's Rail Services division are currently seeking a Locomotive HV Electrician to join our local Rostered Maintenance Crews on a local 5/2 (Monday to Friday) roster. This is a locally based role in Forrestfield, WA. Working on a rotation of two weeks on day shift (6am - 2pm) + one week of afternoon shift (2pm - 10pm) Successful candidates will have experience working with various classes, makes and models of Locomotives, a good understanding of the Locomotive and transport industry. What makes Mader different? - Genuine loyalty & family values withheld at Mader - How we look after our team - the care and investment we put into our crews to give you a successful career at Mader - Be rewarded for the work you put in - We invest in YOU to ensure you have a long term successful career with Mader - Salary Sacrificing and referral incentive bonuses - Gym & Private Health Discounts - Years ofServiceBonuses awarded - Team Leadership program - Regular team events What do I need to join? - Previous Rail/Locomotive experience - Trade Certificate in Electrotechnology - High Voltage Switching - WA Electrical Licence - CPR/LVR - Drivers Licence - National Police Check within 3-6 months or willing to get - Excellent troubleshooting and diagnostic skills - Strong commitment towards safety and quality - Motivated and hard working with a professional attitude - Become a part of the Mader Family! Join a team culture working alongside highly skilled mates, for a localemployer that can offer long-term career opportunities and progression. Mader is proud to be an equal opportunity employer. We celebrate diversity encourage Indigenous, Torres Strait Islander and Female applicants to apply. Click the ‘Apply’ Link to apply now! Mader, it's your career Seniority level - Seniority level Not Applicable Employment type - Employment type Full-time Job function - Job function Management and Manufacturing - Industries Mining Referrals increase your chances of interviewing at Mader Group by 2x Get notified about new Electricianjobsin WesternAustralia, Australia. East Perth,Western Australia, Australia 4 weeks ago Palmyra, Western Australia, Australia 3 weeks ago Perth, Western Australia, Australia 2 days ago Perth, Western Australia, Australia 2 days ago Perth, Western Australia, Australia 1 week ago Laverton, Western Australia,Australia 4 days ago Ascot, Western Australia, Australia 3 weeks ago East Pilbara, Western Australia, Australia 2 months ago Mardie, Western Australia, Australia 1 week ago Perth, Western Australia, Australia 2 months ago Mobile Crushing Electricians| 2:1 Roster | Various Sites East Pilbara,Western Australia, Australia 1 day ago Fremantle, Western Australia, Australia 2 weeks ago We’re unlocking community knowledge in a new way. Experts add insights directly into each article, started with the help of AI. #J-18808-Ljbffr",Western Australia,,-25.2303,121.019,yesterday,,2025-07-04
7614464182,"(JXN-557) - Apprentice - Electrician, Mackay","UGL are currently looking for a Apprentice (Substation) Electriciansto join our Utilities division. The project is based in NorthQueenslandand positions will be based on a10/4 roster, FIFO and DIDO options available! Our Utilities team works hard and celebrates successes and efforts. If you are looking for a bright future and opportunity to grow your career, then join UGL – a great place to work! Responsibilities and accountabilities include but not limited to: • Ensure a safe working condition is present for all employees, contractors and visitors; • Install electrical equipment such as but not limited to switchboards, control panels, switchgear, fittings, cabling, earthing systems, and control systems; • Test and commission of electrical systems; and • Complete certification for completed works and issue a certificate of compliance. This role will see you completing TAFEBrisbaneand on the job training onsite in North QLD, we are looking for application from candidates willing to be committed to completing their certificate III for the duration of the apprenticeship. Substation Electrician Apprentice - Responsibilities Include; - Understand electrical, mechanical and architectural drawings and diagrams to determine job specifications and requirements - Plan and measure the layout of the wiring systems. - Test, find and repair electrical problems. - Install and fix electrical and electronic control systems, cables, outlets and equipment. - Assemble electrical and electronic appliances. - Connect electrical equipment to power supplies, communications and power systems. Application Submission Instructions Head to the UGL ‘Work with Us’ page on our website and search for the apprenticeship you wish to apply for. - An upto date resume, including your personal details & your work experience - A cover letter answering the following questions: - Why are you interested in applying for this apprenticeship? - Do you have any previous work experience in a trade’s environment? If so, where and what did you do (this includes school-based work experience). - What hobbies and interests do you have? What We Offer - The chance to join one of the world’s leading international contractor - Attractive remuneration and benefits - Ongoing work & internal opportunities About Us UGL is well-known and respected forproviding end-to-endengineering, construction and maintenance services within, rail and transport, communications and technology systems, oil and gas, power, renewables and resources, water and defence markets. UGL partners with some of the world’s largest blue-chip companies and government agencies, private enterprises, and public institutions. We are a member of the CIMIC Group of companies. At UGL, we value diversity – in the backgrounds, ideas, work styles and perspectives of our team. We are an Equal Opportunity Employer and strongly encourage people with disability, Aboriginal &Torres Strait Islander people, mature aged workers, and people from culturally diverse backgrounds to apply. Please note that relevant screening checks will be conducted as part of the recruitment process. These may include a national criminal history check and for you to undergo pre-employmentmedical assessment including drug and alcohol screen. #J-18808-Ljbffr",Mackay,,-21.142,149.186,yesterday,,2025-07-04
7615026575,"N-082 - Electrician, Proserpine","As a Day Shift Electrician, you will play a vital role in maintaining the electrical safety and reliability of our operations at Proserpine Mill.You'll be at the forefront of ensuring our equipment and systems run smoothly, helping us maintain the highest safety standards and operational efficiency.Picture yourself working in the heart of theWhitsundayregion - it's like being in paradise! With its pristine beaches and lively community, you'll find the perfect balance between work and relaxation. Your Role in Action Power Up Equipment: Handle the installation, calibration, and maintenance of critical electrical systems, ensuring everything runs smoothly and efficiently.Diagnose and Optimize: Examine, troubleshoot, and fine-tune interconnected circuit systems to keep operations running without a hitch.Keep Records Sharp: Manage and maintain departmental plans, databases, and all essential documentation for seamless operations.System Commissioning & Tuning: Commission and fine-tune electrical systems to achieve peak performance and reliability.Master Complex Control Systems: Tackle fault finding in advanced electrical control systems, working with combinations of pneumatic, electronic, microprocessor-based, and mechanical subsystems.Lead Special Projects: Take charge and collaborate on exciting special projects that drive innovation and improvement.Be a Safety Champion: Show a strong commitment to safety and actively participate in safety improvement teams.Your WinningCombination We're looking for a motivated individual with a currentQueenslandElectrical Work Licence and post-trade experience in heavy industry electrical and/or instrumentation work. Current CPR and LVR certifications are required. Ideally, you'll also have a Cert III or IV in Instrumentation, experience with fixed plant maintenance, and familiarity with LV motor control and PLC systems.Don't have all of the skills yet? Don't worry—we're committed to providing training to help you grow! What Wilmar will offer you At Wilmar, you'll be embraced as a valued member of our team, appreciated for your unique contributions. We offer competitive pay and benefits, including additional leave and superannuation entitlements and exclusive partner discounts. Our emphasis on safety and innovation creates a supportive work environment where you can thrive. How to Apply If you think that you are the perfect fit for this role, we invite you to apply online via Wilmar Careers before midnight on 30 June 2025. Got questions or need a helping hand with your application? Shelley from our friendly People & Culture Team is just a call away at 0427 533 537. We look forward to receiving your application. About Wilmar Sugar & Renewables Wilmar Sugar and Renewables is Australia's largest Manufacturer and exporter of raw sugar, and among the top 10 producers globally. We own and operate eight sugar factories across the Herbert, Burdekin, Proserpine and Sarina regions and employ more than 2,000 people during the annual sugar production season. We are one of Australia's largest generators of renewable electricity from biomass and one of only two bioethanol producers in Australia. We are also the largest sugarcane grower in Australia and a leading supplier of sustainable liquid fertiliser and stockfeed products. #J-18808-Ljbffr",Proserpine,,-20.4018,148.583,yesterday,,2025-07-04
7614768818,"Electrician [GEI973], Western Australia","At SIMPEC, culture is a big deal! Forged on community spirit and mateship.We operate in a candid environment where we value real collaboration and connection with people as people, and not as commodities. We are genuinely committed to live our values and walk the talk. We are currently looking forexperienced Electricians to join our team! This is an outstanding opportunity to develop your career with a dynamic and growing company, who boast a great and different culture "" Be Like No Other”. About the Role SIMPEC is proud to deliver comprehensiveStructural, Mechanical, Piping, Electricaland Instrumentation support services for the development of the Midstream Demonstration Plant Project. This project is a joint venture between Pilbara Minerals and Calix Limited (Calix) and aims to construct and operate a demonstration-scale plant featuring the world’s first industrial-scale electric spodumene calciner – decarbonising one of the most carbon-intensive processes in the battery materials supply chain. - Roster: 2 weeks on 1 week off - Length of Project: 6 months with the opportunity to transfer to other projects - Location: Pilbara Region WA - Point of Hire:PerthEssentialQualifications - Previous Construction / Mining Experience - Must be able to pass full pre-employment medical and drug & alcohol screen - Australian Trade Qualification - WA Electrical Licence - Low Voltage Rescue & CPR Certificate (Within 1 Year) - High Risk Work License WP - Working at Heights (Within 2 Years) - Construction Card - Valid Driver’s Licence Desirable - First Aid If this sounds like you then apply now, we would love to hear from you! At SIMPEC we recognise that we are strengthened by diversity and pride ourselves on leading positively as an Equal Opportunity Employer. Weare committed to continuing to build upon the inclusivity in our workplace and ensuring that collectively, we as a team, are a diverse representation of the communities in which we operate. We recognise that diversity includes gender, age, race, disability status, sexual orientation, neurodiversity, religion, Veterans and defenceserviceand many other aspects of your identity and experience and strongly encourage all to apply. #J-18808-Ljbffr",Western Australia,,-25.2303,121.019,yesterday,,2025-07-04
7614905188,"(NB706) - Residential Electrician, Victoria","Job DescriptionJob Description Become a full-time Residential Electrician with Tim Kyle Electric to join our highly-respected and stable team in Westminster, MD! What do we offer our Residential Electricians? We're glad you asked! We proudly provide a salary of $75,000+ per year with additional commissions. And, you receive fantastic benefits including health insurance, retirement, company-supported continuing training, education reimbursement, an established team-focused atmosphere, an on-call schedule, flexible schedule options, a concentratedservicearea, company-provided uniforms, vehicles, and cell phones. Ready to take your role as a technician to the next level? Apply now and be part of our success story! YOUR DAY-TO-DAY AS OUR RESIDENTIAL ELECTRICIAN While working as a Residential Electrician, your day kicks off with a homeowner's call about a power outage. You quicklyassess the situation, communicating technical details in layman's terms. Collaborating seamlessly with your team, you efficiently resolve the issue, maintaining a clean workspace. You take pride in your service-oriented approach to every task, ensuring customer satisfaction. Your professionalism isevident as you carefully and respectfully handle clients' property. Your natural rapport-building skills make you a valued team member, fostering positive client relationships. Here's what we need from our technicians: 3+ years of experience as a residential electricianAn understanding of residential electrical systems, NEC, and local codesA valid driver's licenseA clean driving recordJourneyman Electrician License is a plus!TIM KYLE COMPANY ELECTRIC: WHY CHOOSE US? Since 1986, we have been delivering exceptional service and work performance. We believe that honesty, respect, and integrity are important. We have up-front pricing and respect our clients and their property. We are proud to have been named ""Carroll's Best"" since 1999 by the of Carroll County, Maryland. We are proud to have a five-star rating on Google for the electrical services we have completed for satisfied customers. We strive to always do our best, and it's nice to get rewarded for our commitment to our customers. We recognize that our employees are integral to our accomplishments. We'd like to welcome you aboard and help you apply your skills and knowledge on the path to success. So, what do you think?If you feel this is the right electrical technician job for you, go ahead and apply! We value your time, so we've got a simple application process that should take you less than 3 minutes to complete. Ability to pass a background checkAbility to pass a drug screening #J-18808-Ljbffr",Victoria,,-36.5986,144.678,yesterday,,2025-07-04
7614369529,"(QHV724) | Automotive Electricians, Torquay","Always There Automotive are currently looking to recruit an experienced and qualified Automotive Electricians to join their team in Torquay VIC. The successful candidate will need to undertake and possess: - Diagnosing electrical faults and carrying out electrical repairs - Test and repair basic electrical circuits - Repair wiring harnesses and looms - Test, charge and replace batteries and jump start vehicles - Install, Diagnose and repair spark ignition engine management systems - Install, Diagnose and repair vehicle dynamic control systems - Remove and replace electrical units and assemblies - Diagnose and repair automotive electrical systems - Install vehicle lighting and wiring systems - Install ancillary electronic systems and components - Checking and testing wiring and parts in vehicles using portable instruments - Using readings to find faults - Researching faults, using manufacturers' circuit diagrams and manuals - Repairing or replacing faulty parts - Retesting the system to make sure everything is working correctly and safely - Road tests of vehicles to test proper functionality of on-board electronics Skills and Abilities: - Atleast 3 years’ experience as an automotive electrician - Certificate III in Automotive Electrical Technology or equivalent - Ability to work in a team environment Salary range is $70,000 - $85,000pa commensurate with experience Fulltime Position available Applications open on 1st July of 2025 and closes on 1st August of 2025. If you are interested in this role APPLY now. Only shortlisted candidates will be contacted",Torquay,,-38.3267,144.313,yesterday,,2025-07-04
